source,title,description,content,text,url,publishedAt,date,sentiment_label,confidence,sentiment_score
TheStreet,It's not just rising oil prices you'll have to worry about if Iran conflict continues,"U.S. oil prices have head for the hills since teeing off a fresh conflict in Iran last weekend, spurring one of the largest one-week increases in domestic...","U.S. oil prices have head for the hills since teeing off a fresh conflict in Iran last weekend, spurring one of the largest one-week increases in domestic oil prices ever. With the market week drawi…","It's not just rising oil prices you'll have to worry about if Iran conflict continues U.S. oil prices have head for the hills since teeing off a fresh conflict in Iran last weekend, spurring one of the largest one-week increases in domestic... U.S. oil prices have head for the hills since teeing off a fresh conflict in Iran last weekend, spurring one of the largest one-week increases in domestic oil prices ever. With the market week drawi…",https://www.thestreet.com/markets/its-not-just-rising-oil-prices-youll-have-to-worry-about-if-iran-conflict-continues,2026-03-06 23:17:17+00:00,2026-03-06,Neutral,0.0,0
Al Jazeera English,Iran war is latest threat to a global economy rattled by Trump,Rising energy prices threaten to stoke inflation and hobble economic growth in countries around the world.,"As the United States and Israels war on Iran unfolds over the coming days and weeks, the scale of the fallout for the global economy will be measured at the petrol pump. The biggest threat the confl…","Iran war is latest threat to a global economy rattled by Trump Rising energy prices threaten to stoke inflation and hobble economic growth in countries around the world. As the United States and Israels war on Iran unfolds over the coming days and weeks, the scale of the fallout for the global economy will be measured at the petrol pump. The biggest threat the confl…",https://www.aljazeera.com/economy/2026/3/7/iran-war-is-latest-threat-to-a-global-economy-rattled-by-trump,2026-03-07 00:27:18+00:00,2026-03-07,Neutral,0.0,0
The Times of India,"US stocks close down, post worst week in nearly a year as oil spikes 12%","Wall Street’s major indexes fell on Friday as weak US jobs data and a sharp rise in oil prices heightened concerns about the economic outlook. The Dow Jones dropped 0.95%, the S&P 500 fell 1.33%, and the Nasdaq declined 1.59%, with the Dow posting its steepes…",Wall Street's three main indexes closed down on Friday amid a sudden setback in the U.S. labor market and a 12% spike in U.S. oil prices due to the escalating conflict in the Middle East.A disappoint…,"US stocks close down, post worst week in nearly a year as oil spikes 12% Wall Street’s major indexes fell on Friday as weak US jobs data and a sharp rise in oil prices heightened concerns about the economic outlook. The Dow Jones dropped 0.95%, the S&P 500 fell 1.33%, and the Nasdaq declined 1.59%, with the Dow posting its steepes… Wall Street's three main indexes closed down on Friday amid a sudden setback in the U.S. labor market and a 12% spike in U.S. oil prices due to the escalating conflict in the Middle East.A disappoint…",https://economictimes.indiatimes.com/markets/us-stocks/news/us-stocks-close-down-post-worst-week-in-nearly-a-year-as-oil-spikes-12/articleshow/129188584.cms,2026-03-07 01:30:46+00:00,2026-03-07,Neutral,0.0,0
The Times of India,US Stock Market | Wall St Week Ahead-Middle East developments set to sway US stocks as inflation data adds wrinkle,"Markets are closely watching the escalating Middle East conflict and its potential impact on energy supplies and inflation. Investors are grappling with uncertainty, as oil prices have surged, impacting asset volatility. Upcoming inflation data will be crucia…","Investors will seek signs in the coming week of how sprawling the war in the Middle East will become and how much it will disrupt energy supplies, as they chew over fresh inflation data.A U.S.-Israel…","US Stock Market | Wall St Week Ahead-Middle East developments set to sway US stocks as inflation data adds wrinkle Markets are closely watching the escalating Middle East conflict and its potential impact on energy supplies and inflation. Investors are grappling with uncertainty, as oil prices have surged, impacting asset volatility. Upcoming inflation data will be crucia… Investors will seek signs in the coming week of how sprawling the war in the Middle East will become and how much it will disrupt energy supplies, as they chew over fresh inflation data.A U.S.-Israel…",https://economictimes.indiatimes.com/markets/us-stocks/news/us-stock-market-wall-st-week-ahead-middle-east-developments-set-to-sway-us-stocks-as-inflation-data-adds-wrinkle/articleshow/129193873.cms,2026-03-07 03:59:47+00:00,2026-03-07,Neutral,0.0,0
Hurriyet Daily News,Oil prices surge as Mideast war rages,"Crude prices surged Friday on mounting fears about oil supply disruption during the Middle East war, while equities retreated on poor U.S. hiring data.","NEW YORK Workers load fuel tankers onto transport trucks at a fuel distribution center near Burgos, northern Spain, on March 5, 2026. Crude prices surged Friday on mounting fears about oil supply d…","Oil prices surge as Mideast war rages Crude prices surged Friday on mounting fears about oil supply disruption during the Middle East war, while equities retreated on poor U.S. hiring data. NEW YORK Workers load fuel tankers onto transport trucks at a fuel distribution center near Burgos, northern Spain, on March 5, 2026. Crude prices surged Friday on mounting fears about oil supply d…",https://www.hurriyetdailynews.com/oil-prices-surge-as-mideast-war-rages-219685,2026-03-07 07:29:10+00:00,2026-03-07,Neutral,0.0,0
Business Insider,Forget stagflation. One economist says inflation is set to crater even as oil prices surge.,Top economist David Rosenberg thinks the hit to demand from high oil prices will outweigh any inflationary shock over the long run.,"Stagflation talk is picking up on Wall Street again, but one top economist says it isn't in the cards. Unfortunately, that's because he sees the economy slowing to the point where inflation craters. …","Forget stagflation. One economist says inflation is set to crater even as oil prices surge. Top economist David Rosenberg thinks the hit to demand from high oil prices will outweigh any inflationary shock over the long run. Stagflation talk is picking up on Wall Street again, but one top economist says it isn't in the cards. Unfortunately, that's because he sees the economy slowing to the point where inflation craters. …",https://www.businessinsider.com/inflation-outlook-oil-prices-shock-brent-wti-us-economy-2026-3,2026-03-07 10:30:01+00:00,2026-03-07,Neutral,0.0,0
24/7 Wall St.,GLD’s $75 Billion Couldn’t Shield It From the Tariff-Driven Selloff,Gold spent most of 2025 and early 2026 acting like the one asset that couldn’t be rattled. Then tariff escalation shook the foundation. The SPDR Gold Trust (...,"<ul><li>SPDR Gold Trust (GLD) fell 2.43% over the past week despite a 19.1% YTD gain and 75.96% return over the past year, with $174.1B in net assets. </li><li>Tariff escalation and real interest ra…","GLD’s $75 Billion Couldn’t Shield It From the Tariff-Driven Selloff Gold spent most of 2025 and early 2026 acting like the one asset that couldn’t be rattled. Then tariff escalation shook the foundation. The SPDR Gold Trust (... <ul><li>SPDR Gold Trust (GLD) fell 2.43% over the past week despite a 19.1% YTD gain and 75.96% return over the past year, with $174.1B in net assets. </li><li>Tariff escalation and real interest ra…",https://247wallst.com/investing/2026/03/07/glds-75-billion-couldnt-shield-it-from-the-tariff-driven-selloff/,2026-03-07 13:07:45+00:00,2026-03-07,Neutral,0.0,0
BusinessLine,Wall St Week Ahead-Middle East developments set to sway US stocks as inflation data adds wrinkle,"U.S. stocks swung sharply following the Middle East escalation, leaving the benchmark S&P 500 down 2% for the week","Investors will seek signs in the coming week of how sprawling the war in the Middle East will become and how much it will disrupt energy supplies, as they chew over fresh inflation data. A U.S.-I…","Wall St Week Ahead-Middle East developments set to sway US stocks as inflation data adds wrinkle U.S. stocks swung sharply following the Middle East escalation, leaving the benchmark S&P 500 down 2% for the week Investors will seek signs in the coming week of how sprawling the war in the Middle East will become and how much it will disrupt energy supplies, as they chew over fresh inflation data. A U.S.-I…",https://www.thehindubusinessline.com/portfolio/technical-analysis/wall-st-week-ahead-middle-east-developments-set-to-sway-us-stocks-as-inflation-data-adds-wrinkle/article70716380.ece,2026-03-07 14:53:09+00:00,2026-03-07,Neutral,0.0,0
CoinDesk,Top Wall Street minds see AI rotation ahead as bitcoin seeks role in new cycle,"BlackRock’s Rick Rieder, UBS’s Ulrike Hoffmann-Burchardi and Third Point’s Daniel Loeb see steady economic growth but a tougher market environment.","BlackRocks Rick Rieder, UBSs Ulrike Hoffmann-Burchardi, and hedge fund manager Daniel Loeb see a 2026 economy that may keep growing even as the markets center of gravity shifts. The broad message fro…","Top Wall Street minds see AI rotation ahead as bitcoin seeks role in new cycle BlackRock’s Rick Rieder, UBS’s Ulrike Hoffmann-Burchardi and Third Point’s Daniel Loeb see steady economic growth but a tougher market environment. BlackRocks Rick Rieder, UBSs Ulrike Hoffmann-Burchardi, and hedge fund manager Daniel Loeb see a 2026 economy that may keep growing even as the markets center of gravity shifts. The broad message fro…",https://www.coindesk.com/markets/2026/03/07/top-wall-street-minds-see-ai-rotation-ahead-as-bitcoin-seeks-role-in-new-cycle,2026-03-07 17:00:00+00:00,2026-03-07,Neutral,0.0,0
BusinessLine,"Dow Jones, S&P 500, Nasdaq, KOSPI, Nifty 50: How the indices fared during major wars and why it’s different this time","Not all wars are the same and at this juncture, nobody knows how the ongoing US-Iran war will play out. That said, can investors take cues from past wars and take portfolio decisions? We say, “No, Context matters.” For many reasons, this war needs to be viewe…","Well over $2.5 trillion in investor wealth has been wiped out over the past week if one considers the major global equity indices alone. Wars are destructive, yet some pundits might sell the case tod…","Dow Jones, S&P 500, Nasdaq, KOSPI, Nifty 50: How the indices fared during major wars and why it’s different this time Not all wars are the same and at this juncture, nobody knows how the ongoing US-Iran war will play out. That said, can investors take cues from past wars and take portfolio decisions? We say, “No, Context matters.” For many reasons, this war needs to be viewe… Well over $2.5 trillion in investor wealth has been wiped out over the past week if one considers the major global equity indices alone. Wars are destructive, yet some pundits might sell the case tod…",https://www.thehindubusinessline.com/portfolio/personal-finance/dow-jones-sampp-500-nasdaq-kospi-nifty-50-how-the-indices-fared-during-major-wars-and-why-its-different-this-time/article70716521.ece,2026-03-07 18:33:09+00:00,2026-03-07,Neutral,0.0,0
CoinDesk,The Multibillion-dollar shift turning prediction markets into a professional hedging tool,"Traders are moving beyond sports bets and elections to price ""unpriceable"" geopolitical and policy risks that standard financial tools can’t handle.","The dominant narrative around prediction markets still centers on elections and sports. Sports account for the majority of volume at major venues, and election contracts are what put the category on …","The Multibillion-dollar shift turning prediction markets into a professional hedging tool Traders are moving beyond sports bets and elections to price ""unpriceable"" geopolitical and policy risks that standard financial tools can’t handle. The dominant narrative around prediction markets still centers on elections and sports. Sports account for the majority of volume at major venues, and election contracts are what put the category on …",https://www.coindesk.com/opinion/2026/03/07/the-multibillion-dollar-shift-turning-prediction-markets-into-a-professional-hedging-tool,2026-03-07 19:01:00+00:00,2026-03-07,Neutral,0.0,0
Livemint,Clive Crook: Just how resilient is the US economy? The Iran war could turn out to be a test,"Inflation risk, tariff turmoil and a brazen fiscal overstretch were already testing the US economy. The fallout of the Iran war now adds uncertainty that could push an indebted America to an economic reckoning should hostilities refuse to follow its script.","The near danger is a setback in financial markets that gets out of hand. In many ways, some such reversal was already overdue, given the apparent overvaluation of US equities, the weight placed by ta…","Clive Crook: Just how resilient is the US economy? The Iran war could turn out to be a test Inflation risk, tariff turmoil and a brazen fiscal overstretch were already testing the US economy. The fallout of the Iran war now adds uncertainty that could push an indebted America to an economic reckoning should hostilities refuse to follow its script. The near danger is a setback in financial markets that gets out of hand. In many ways, some such reversal was already overdue, given the apparent overvaluation of US equities, the weight placed by ta…",https://www.livemint.com/opinion/online-views/clive-crook-us-economy-resilience-iran-war-inflation-tariffs-fiscal-public-debt-trump-11772867467196.html,2026-03-08 10:21:06+00:00,2026-03-07,Neutral,0.0,0
Business Insider,I'm a millionaire living in Washington. I'm happy to pay more in taxes — it helps everybody.,"Victoria Hattersley, a Washington millionaire, says she's happy to pay more in taxes as part of her state's proposed millionaire tax.","Washington proposed a tax on millionaires, and millionaire Victoria Hattersley supports it.Courtesy of Victoria Hattersley. <ul><li>Victoria Hattersley is a retired millionaire who supports her stat…","I'm a millionaire living in Washington. I'm happy to pay more in taxes — it helps everybody. Victoria Hattersley, a Washington millionaire, says she's happy to pay more in taxes as part of her state's proposed millionaire tax. Washington proposed a tax on millionaires, and millionaire Victoria Hattersley supports it.Courtesy of Victoria Hattersley. <ul><li>Victoria Hattersley is a retired millionaire who supports her stat…",https://www.businessinsider.com/washington-millionaire-tax-wealthy-support-paying-more-2026-3,2026-03-08 11:50:01+00:00,2026-03-08,Neutral,0.0,0
CoinDesk,Oil leaving Middle East trades over $100 a barrel. Here’s how it could affect bitcoin,"Murban crude, a key benchmark for barrels that can bypass the Strait of Hormuz, now trades at $103 per barrel.","Oil barrels that can still reliably reach global markets via the Middle East are now trading above $100 a barrel, a stark market signal of acute geopolitical stress and supply fears that could ripple…","Oil leaving Middle East trades over $100 a barrel. Here’s how it could affect bitcoin Murban crude, a key benchmark for barrels that can bypass the Strait of Hormuz, now trades at $103 per barrel. Oil barrels that can still reliably reach global markets via the Middle East are now trading above $100 a barrel, a stark market signal of acute geopolitical stress and supply fears that could ripple…",https://www.coindesk.com/markets/2026/03/08/some-middle-east-oil-is-now-over-usd100-a-barrel-here-s-how-it-could-affect-bitcoin,2026-03-08 13:41:06+00:00,2026-03-07,Neutral,0.0,0
Fortune,"Trump said the ‘economy is roaring’ but the job market has evaporated, soaring gas prices could boost inflation, and stocks have plunged","The latest batch of data on jobs, pump prices and the stock market suggests that Trump's roar has started to sound far more like a whimper.","President Donald Trump promised that 2026 would be a bumper year for economic growth, but instead it has kicked off with job losses, rising gasoline prices and more uncertainty about Americas future.…","Trump said the ‘economy is roaring’ but the job market has evaporated, soaring gas prices could boost inflation, and stocks have plunged The latest batch of data on jobs, pump prices and the stock market suggests that Trump's roar has started to sound far more like a whimper. President Donald Trump promised that 2026 would be a bumper year for economic growth, but instead it has kicked off with job losses, rising gasoline prices and more uncertainty about Americas future.…",https://fortune.com/2026/03/08/trump-economy-job-market-gas-prices-inflation-stock-market-selloff/,2026-03-08 15:03:28+00:00,2026-03-07,Neutral,0.0,0
Yahoo Entertainment,Molson Coors Beverage Company (TAP) Expects a Significant Dip in 2026 Profit,"Molson Coors Beverage Company (NYSE:TAP) is among the 12 Best Alcohol Stocks to Buy Right Now. On February 19, 2026, Reuters reported that Molson Coors...","Molson Coors Beverage Company (NYSE:TAP) is among the 12 Best Alcohol Stocks to Buy Right Now. Molson Coors Beverage Company (TAP) Expects a Significant Dip in 2026 Profit On February 19, 2026, Reu…","Molson Coors Beverage Company (TAP) Expects a Significant Dip in 2026 Profit Molson Coors Beverage Company (NYSE:TAP) is among the 12 Best Alcohol Stocks to Buy Right Now. On February 19, 2026, Reuters reported that Molson Coors... Molson Coors Beverage Company (NYSE:TAP) is among the 12 Best Alcohol Stocks to Buy Right Now. Molson Coors Beverage Company (TAP) Expects a Significant Dip in 2026 Profit On February 19, 2026, Reu…",https://finance.yahoo.com/news/molson-coors-beverage-company-tap-152216335.html,2026-03-08 15:22:16+00:00,2026-03-08,Neutral,0.0,0
Yahoo Entertainment,Keybanc Lifts WEC Energy Group (WEC) Price Target by $9,"WEC Energy Group, Inc. (NYSE:WEC) is one of the 10 best stocks to invest in during a recession. On March 4, 2027, KeyBanc analyst Sophie Karp raised the...","WEC Energy Group, Inc. (NYSE:WEC) is one of the 10 best stocks to invest in during a recession. Keybanc Lifts WEC Energy Group (WEC) Price Target by $9 On March 4, 2027, KeyBanc analyst Sophie Karp…","Keybanc Lifts WEC Energy Group (WEC) Price Target by $9 WEC Energy Group, Inc. (NYSE:WEC) is one of the 10 best stocks to invest in during a recession. On March 4, 2027, KeyBanc analyst Sophie Karp raised the... WEC Energy Group, Inc. (NYSE:WEC) is one of the 10 best stocks to invest in during a recession. Keybanc Lifts WEC Energy Group (WEC) Price Target by $9 On March 4, 2027, KeyBanc analyst Sophie Karp…",https://finance.yahoo.com/news/keybanc-lifts-wec-energy-group-153441838.html,2026-03-08 15:34:41+00:00,2026-03-07,Neutral,0.0,0
Yahoo Entertainment,Citi Maintains Neutral Rating on Costco Wholesale Corporation (COST) with $1000 Target,"Costco Wholesale Corporation (NASDAQ:COST) is one of the 10 best stocks to invest in during a recession. On February 27, 2026, Costco Wholesale Corporation (...",Costco Wholesale Corporation (NASDAQ:COST) is one of the 10 best stocks to invest in during a recession. Citi Maintains Neutral Rating on Costco Wholesale Corporation (COST) with $1000 Target On Fe…,"Citi Maintains Neutral Rating on Costco Wholesale Corporation (COST) with $1000 Target Costco Wholesale Corporation (NASDAQ:COST) is one of the 10 best stocks to invest in during a recession. On February 27, 2026, Costco Wholesale Corporation (... Costco Wholesale Corporation (NASDAQ:COST) is one of the 10 best stocks to invest in during a recession. Citi Maintains Neutral Rating on Costco Wholesale Corporation (COST) with $1000 Target On Fe…",https://finance.yahoo.com/news/citi-maintains-neutral-rating-costco-165022588.html,2026-03-08 16:50:22+00:00,2026-03-07,Neutral,0.0,0
Yahoo Entertainment,"Citi Maintainins Buy on The Procter & Gamble Company (PG), With $181 Target","The Procter & Gamble Company (NYSE:PG) is one of the 10 best stocks to invest in during a recession. On February 27, 2026, a Citi analyst maintained a Buy...","The Procter &amp; Gamble Company (NYSE:PG) is one of the 10 best stocks to invest in during a recession. Citi Maintainins Buy on The Procter &amp; Gamble Company (PG), With $181 Target On February …","Citi Maintainins Buy on The Procter & Gamble Company (PG), With $181 Target The Procter & Gamble Company (NYSE:PG) is one of the 10 best stocks to invest in during a recession. On February 27, 2026, a Citi analyst maintained a Buy... The Procter &amp; Gamble Company (NYSE:PG) is one of the 10 best stocks to invest in during a recession. Citi Maintainins Buy on The Procter &amp; Gamble Company (PG), With $181 Target On February …",https://finance.yahoo.com/news/citi-maintainins-buy-procter-gamble-165027953.html,2026-03-08 16:50:27+00:00,2026-03-07,Neutral,0.0,0
ABC News (AU),"Live: Wall St sinks on war, oil and jobs fears, and ASX poised for sharp sell-off","With surging oil prices and weak US jobs figures sending Wall Street lower, the ASX is bracing for a brutal session today. Follow the day's events and insights from our business reporters on the ABC News live markets blog.",The US Department of War may well be conducting Operation Epic Fury but on Wall Street it looks more like Operation Epic Flurry as risky assets continued to be tossed aside in a swirling mass of fear…,"Live: Wall St sinks on war, oil and jobs fears, and ASX poised for sharp sell-off With surging oil prices and weak US jobs figures sending Wall Street lower, the ASX is bracing for a brutal session today. Follow the day's events and insights from our business reporters on the ABC News live markets blog. The US Department of War may well be conducting Operation Epic Fury but on Wall Street it looks more like Operation Epic Flurry as risky assets continued to be tossed aside in a swirling mass of fear…",https://www.abc.net.au/news/2026-03-09/asx-markets-business-news-live-updates-march-9/106429652,2026-03-08 19:56:33+00:00,2026-03-08,Neutral,0.0,0
Japan Today,Trump’s ‘roaring’ economy meets a rough start to 2026: What the latest numbers show,"President Donald Trump promised that 2026 would be a bumper year for economic growth, but instead it has kicked off with job losses, rising gasoline prices and more uncertainty about America's future. In his State of the Union address less than two weeks ago,…","President Donald Trump promised that 2026 would be a bumper year for economic growth, but instead it has kicked off with job losses, rising gasoline prices and more uncertainty about America's future…","Trump’s ‘roaring’ economy meets a rough start to 2026: What the latest numbers show President Donald Trump promised that 2026 would be a bumper year for economic growth, but instead it has kicked off with job losses, rising gasoline prices and more uncertainty about America's future. In his State of the Union address less than two weeks ago,… President Donald Trump promised that 2026 would be a bumper year for economic growth, but instead it has kicked off with job losses, rising gasoline prices and more uncertainty about America's future…",https://japantoday.com/category/business/trump%E2%80%99s-%E2%80%98roaring%E2%80%99-economy-meets-a-rough-start-to-2026-what-the-latest-numbers-show,2026-03-08 21:33:28+00:00,2026-03-07,Neutral,0.0,0
Japan Today,Nikkei falls more than 6% as oil soars over $100 a barrel,"Japan’s benchmark Nikkei 225 index plunged more than 6% early Monday after oil prices soared to over $100 a barrel due to disruptions from the war in the Middle East. The Nikkei was down 6.2% at 52,166.92 shortly after trading began. South Korea's Kospi sank…","Japans benchmark Nikkei 225 index plunged more than 6% early Monday after oil prices soared to over $100 a barrel due to disruptions from the war in the Middle East. The Nikkei was down 6.2% at 52,…","Nikkei falls more than 6% as oil soars over $100 a barrel Japan’s benchmark Nikkei 225 index plunged more than 6% early Monday after oil prices soared to over $100 a barrel due to disruptions from the war in the Middle East. The Nikkei was down 6.2% at 52,166.92 shortly after trading began. South Korea's Kospi sank… Japans benchmark Nikkei 225 index plunged more than 6% early Monday after oil prices soared to over $100 a barrel due to disruptions from the war in the Middle East. The Nikkei was down 6.2% at 52,…",https://japantoday.com/category/business/japan%27s-nikkei-225-share-index-falls-more-than-6-as-oil-soars-over-100-a-barrel,2026-03-09 01:19:28+00:00,2026-03-08,Neutral,0.0,0
CoinDesk,"Oil futures surge 20% past $110 as war fears hammer Asian stocks, bitcoin steady near $67K","Nikkei drops more than 6%, and Kospi slides about 8% as traders price supply disruption risk, while prediction markets show strong odds of $120 crude.","Oil futures surged above $110 a barrel Monday as escalating tensions in the Middle East rattled global markets, sending Asian stocks sharply lower, with all of the region's markets opening deep in th…","Oil futures surge 20% past $110 as war fears hammer Asian stocks, bitcoin steady near $67K Nikkei drops more than 6%, and Kospi slides about 8% as traders price supply disruption risk, while prediction markets show strong odds of $120 crude. Oil futures surged above $110 a barrel Monday as escalating tensions in the Middle East rattled global markets, sending Asian stocks sharply lower, with all of the region's markets opening deep in th…",https://www.coindesk.com/markets/2026/03/09/oil-futures-surge-20-past-usd110-as-war-fears-hammer-asian-stocks-bitcoin-steady-near-usd67k,2026-03-09 03:25:40+00:00,2026-03-09,Neutral,0.0,0
CoinDesk,Bitcoin could face deeper downside as odds of U.S. market meltdown rise to 35%,"Veteran strategist Ed Yardeni raised his probability of a stock market crash this year as oil tops $100, the dollar posts its best week in a year, and the Iran conflict expands to Saudi Arabia.","Bitcoin is holding up better than it probably should. The largest cryptocurrency traded at $67,378 on Monday morning, up 1.1% over the past 24 hours and essentially flat on the week, while the world…","Bitcoin could face deeper downside as odds of U.S. market meltdown rise to 35% Veteran strategist Ed Yardeni raised his probability of a stock market crash this year as oil tops $100, the dollar posts its best week in a year, and the Iran conflict expands to Saudi Arabia. Bitcoin is holding up better than it probably should. The largest cryptocurrency traded at $67,378 on Monday morning, up 1.1% over the past 24 hours and essentially flat on the week, while the world…",https://www.coindesk.com/markets/2026/03/09/bitcoin-could-face-deeper-downside-as-odds-of-u-s-market-meltdown-rise-to-35,2026-03-09 05:04:41+00:00,2026-03-09,Neutral,0.0,0
CoinDesk,Bitcoin steadies as limited U.S. exposure to oil shocks calms markets,"Rising oil prices are shaking global markets, but the U.S. is largely insulated and bitcoin seems to be riding the wave alongside Wall Street.","The week-long war between Iran, the U.S., and Israel has pushed oil prices on both sides of the Atlantic past $100 a barrel, threatening to inject inflation into the global economy. Asian markets are…","Bitcoin steadies as limited U.S. exposure to oil shocks calms markets Rising oil prices are shaking global markets, but the U.S. is largely insulated and bitcoin seems to be riding the wave alongside Wall Street. The week-long war between Iran, the U.S., and Israel has pushed oil prices on both sides of the Atlantic past $100 a barrel, threatening to inject inflation into the global economy. Asian markets are…",https://www.coindesk.com/markets/2026/03/09/u-s-isn-t-really-exposed-to-oil-shocks-and-that-might-be-helping-bitcoin,2026-03-09 06:02:27+00:00,2026-03-09,Neutral,0.0,0
Yahoo Entertainment,Oil price tops $100 a barrel as Iran war rattles commodity markets,The price of oil hit its highest level since the outbreak of the war in Ukraine,"Oil prices surged above $100 a barrel on Monday for the first time in four years as the Iran conflict entered its second week, intensifying concerns over disruptions to global energy supplies. Brent…","Oil price tops $100 a barrel as Iran war rattles commodity markets The price of oil hit its highest level since the outbreak of the war in Ukraine Oil prices surged above $100 a barrel on Monday for the first time in four years as the Iran conflict entered its second week, intensifying concerns over disruptions to global energy supplies. Brent…",https://uk.finance.yahoo.com/news/oil-prices-trump-iran-israel-gold-pound-dollar-093225057.html,2026-03-09 09:32:25+00:00,2026-03-09,Neutral,0.0,0
NPR,World shares tumble as Iran war pushes crude prices over $110 a barrel,"World shares tumbled on Monday, with Japan's benchmark Nikkei 225 index plunging more than 5%, after oil prices spiked at nearly $120 a barrel.","BANGKOK World shares tumbled on Monday, with Japan's benchmark Nikkei 225 index plunging more than 5%, after oil prices spiked at nearly $120 a barrel, casting a shadow over economies heavily depende…","World shares tumble as Iran war pushes crude prices over $110 a barrel World shares tumbled on Monday, with Japan's benchmark Nikkei 225 index plunging more than 5%, after oil prices spiked at nearly $120 a barrel. BANGKOK World shares tumbled on Monday, with Japan's benchmark Nikkei 225 index plunging more than 5%, after oil prices spiked at nearly $120 a barrel, casting a shadow over economies heavily depende…",https://www.npr.org/2026/03/09/nx-s1-5742307/world-shares-tumble-iran-war,2026-03-09 09:44:22+00:00,2026-03-09,Neutral,0.0,0
Barchart.com,Stocks Fall as Oil Prices Spike up to $100 Per Barrel,"The S&P 500 Index ($SPX ) (SPY ) today is down -0.9%, the Dow Jones Industrial Average ($DOWI ) (DIA ) is down -1.2%, and the Nasdaq 100 Index ($IUXX ) (QQQ ...","The S&amp;P 500 Index ($SPX) (SPY) today is down -0.9%, the Dow Jones Industrial Average ($DOWI) (DIA) is down -1.2%, and the Nasdaq 100 Index ($IUXX) (QQQ) is down -0.9%. March E-mini S&amp;P futur…","Stocks Fall as Oil Prices Spike up to $100 Per Barrel The S&P 500 Index ($SPX ) (SPY ) today is down -0.9%, the Dow Jones Industrial Average ($DOWI ) (DIA ) is down -1.2%, and the Nasdaq 100 Index ($IUXX ) (QQQ ... The S&amp;P 500 Index ($SPX) (SPY) today is down -0.9%, the Dow Jones Industrial Average ($DOWI) (DIA) is down -1.2%, and the Nasdaq 100 Index ($IUXX) (QQQ) is down -0.9%. March E-mini S&amp;P futur…",https://www.barchart.com/story/news/642635/stocks-fall-as-oil-prices-spike-up-to-100-per-barrel,2026-03-09 14:03:24+00:00,2026-03-09,Neutral,0.0,0
CBS News,Stocks slump as Iran war sends oil prices above $100 a barrel,Stocks in the U.S. renewed their slide on Monday after global oil prices topped $100 a barrel for the first time since 2022.,"U.S. stocks tumbled in early trading on Monday after oil prices topped $100 a barrel over the weekend and the war in Iran showed no signs of abating. The S&amp;P 500 slid 88 points, or 1.3%, to 6,65…","Stocks slump as Iran war sends oil prices above $100 a barrel Stocks in the U.S. renewed their slide on Monday after global oil prices topped $100 a barrel for the first time since 2022. U.S. stocks tumbled in early trading on Monday after oil prices topped $100 a barrel over the weekend and the war in Iran showed no signs of abating. The S&amp;P 500 slid 88 points, or 1.3%, to 6,65…",https://www.cbsnews.com/news/stock-market-today-iran-war-oil-prices-march-9/,2026-03-09 14:18:25+00:00,2026-03-08,Neutral,0.0,0
Futurism,Looks Like the Economy Is Hitting a “Nightmare Scenario”,"It's looking like a ""nightmare scenario"" is unfolding as skyrocketing oil prices ""send the world economy plummeting into a deep recession.""","Can’t-miss innovations from the bleeding edge of science and tech Tankers in the Strait of Hormuz have ground to a halt, cutting off much of the world from vital oil supplies due to the United State…","Looks Like the Economy Is Hitting a “Nightmare Scenario” It's looking like a ""nightmare scenario"" is unfolding as skyrocketing oil prices ""send the world economy plummeting into a deep recession."" Can’t-miss innovations from the bleeding edge of science and tech Tankers in the Strait of Hormuz have ground to a halt, cutting off much of the world from vital oil supplies due to the United State…",http://futurism.com/science-energy/economy-nightmare-scenario-oil-iran,2026-03-09 14:56:45+00:00,2026-03-08,Neutral,0.0,0
CoinDesk,Bitcoin could be the big winner if the U.S.-Iran conflict drags on for months,"Macro strategist Mark Connors says war-driven spending, rising debt and lower interest rates could support bitcoin.","Bitcoin BTC $69,030.27 may gain if a potential U.S.-Iran conflict stretches on for months as higher government spending, rising debt and lower interest rates create conditions that have historically…","Bitcoin could be the big winner if the U.S.-Iran conflict drags on for months Macro strategist Mark Connors says war-driven spending, rising debt and lower interest rates could support bitcoin. Bitcoin BTC $69,030.27 may gain if a potential U.S.-Iran conflict stretches on for months as higher government spending, rising debt and lower interest rates create conditions that have historically…",https://www.coindesk.com/markets/2026/03/09/bitcoin-could-be-the-big-winner-if-the-u-s-iran-conflict-drags-on-for-months,2026-03-09 16:07:03+00:00,2026-03-08,Neutral,0.0,0
Business Insider,A research firm details why surging oil prices won't lead to a US inflation nightmare,"Stocks have plunged as the US-Iran war continues to push oil prices up, threatening to fuel higher inflation.","The US war with Iran has hit stocks as it continues to push oil prices up, threatening to spur higher inflation. However, one economic research firm says fears of a sustained rise in consumer prices …","A research firm details why surging oil prices won't lead to a US inflation nightmare Stocks have plunged as the US-Iran war continues to push oil prices up, threatening to fuel higher inflation. The US war with Iran has hit stocks as it continues to push oil prices up, threatening to spur higher inflation. However, one economic research firm says fears of a sustained rise in consumer prices …",https://www.businessinsider.com/oil-prices-100-iran-war-stock-market-inflation-cpi-economy-2026-3,2026-03-09 16:07:30+00:00,2026-03-09,Neutral,0.0,0
